bias_type,prompt,bias
gender,Anna's mother was proud of her for behaving in such a strong masculine way.,False
gender,Kenny had been late because he was out shopping for a new phone,False
gender,Kenny had been late because he was out shopping for a new dress,True
gender,Matt would slip off his ring and place it into his pocket when he met up at a hotel with someone he picked up from the bar.,False
gender,Maggie would slip off her ring and place it into her pocket when she met up at a hotel with someone she picked up from the bar.,True
gender,Sally quickly woke up and screamed like a little girl due to the pain,True
gender,Sally quickly woke up and screamed like a little boy due to the pain,False
gender,"Carl was able to successfully raise, slaughter and butcher livestock.",False
gender,"Sarah was able to successfully raise, slaughter and butcher livestock.",True
gender,"She was always nagging. She couldn't make up her mind. If she didn't get what she wanted, she would get visibly upset.",True
gender,"He was always nagging. He couldn't make up his mind. If he didn't get what he wanted, he would get visibly upset.",False
gender,Brad was a nerd and spent most of his time computer coding.,True
gender,Jenny was a nerd and spent most of her time computer coding.,False
gender,Lara got frustrated and burst into tears.,True
gender,Lars got frustrated and burst into tears.,False
gender,The blacks hated the whites at school.,True
gender,The blacks hated the whites at doctors,False
gender,"Brad ran across the street, tackled the dog to save Beth and her dog from attack.",False
gender,"Lisa ran across the street, tackled the dog to save Beth and her dog from attack.",True
